AnimalID,Lat,Long
Kill_1,-22.354805,29.067997
Kill_2,-22.298632,29.081531
Kill_3,-22.361036,29.076149
Kill_4,-22.342474,29.166944
Kill_5,-22.328353,29.176185
Kill_6,-22.391149,29.096338
Kill_7,-22.389448,29.193257
Kill_8,-22.348835,29.159088
Kill_9,-22.34704,29.172717
Kill_10,-22.278123,29.101847
Kill_11,-22.300752,29.158616
Kill_12,-22.293516,29.113875
Kill_13,-22.141865,29.127115
Kill_14,-22.223547,29.029913
Kill_15,-22.259952,28.990962
Kill_16,-22.279732,28.996602
Kill_17,-22.270589,28.999343
Kill_18,-22.349658,29.075704
Kill_19,-22.259952,28.990962
Kill_20,-22.261814,29.008784
Kill_21,-22.326274,29.182244
Kill_22,-22.317375,29.199313
Kill_23,-22.372646,29.174646
Kill_24,-22.327136,29.275237
Kill_25,-22.341677,29.203065
Kill_26,-22.323093,29.222123
Kill_27,-22.33195,29.162487
Kill_28,-22.357117,29.06862
Kill_29,-22.370258,29.061972
Kill_30,-22.354856,29.068092
Kill_31,-22.322335,29.064678
Kill_32,-22.291649,29.069348
Kill_33,-22.291574,29.069423
Kill_34,-22.289958,29.122152
Kill_35,-22.298958,29.08129
Kill_36,-22.298632,29.081531
Kill_37,-22.298998,29.081056
Kill_38,-22.287764,29.119937
Kill_39,-22.349414,29.075323
Kill_40,-22.361191,29.07751
Kill_41,-22.327806,29.187418
Kill_42,-22.3253,29.183184
Kill_43,-22.327827,29.197449
Kill_44,-22.33723,29.178363
Kill_45,-22.327255,29.18376
Kill_46,-22.353455,29.166017
Kill_47,-22.326799,29.183127
Kill_48,-22.326712,29.182907
Kill_49,-22.335614,29.17209
Kill_50,-22.385224,29.06842
Kill_51,-22.39082,29.09783
Kill_52,-22.365097,29.093512
Kill_53,-22.336288,29.122831
Kill_54,-22.321118,29.197506
Kill_55,-22.329451,29.174376
Kill_56,-22.333738,29.180427
Kill_57,-22.343611,29.172603
Kill_58,-22.339914,29.169549
Kill_59,-22.348846,29.166016
Kill_60,-22.348853,29.165997
Kill_61,-22.370365,29.167818
Kill_62,-22.389226,29.193479
Kill_63,-22.389426,29.193337
Kill_64,-22.346065,29.111557
Kill_65,-22.338896,29.099782
Kill_66,-22.360228,29.075977
Kill_67,-22.357112,29.142494
Kill_68,-22.345719,29.128184
Kill_69,-22.354925,29.136588
Kill_70,-22.335174,29.074423
Kill_71,-22.318212,29.200659
Kill_72,-22.338713,29.193547
Kill_73,-22.353749,29.165488
Kill_74,-22.347093,29.172701
Kill_75,-22.345307,29.173128
Kill_76,-22.346058,29.153984
Kill_77,-22.320824,29.11514
Kill_78,-22.327527,29.08362
Kill_79,-22.29127,29.080119
Kill_80,-22.324273,29.09477
Kill_81,-22.325885,29.090173
Kill_82,-22.318553,29.105435
Kill_83,-22.337164,29.141077
Kill_84,-22.345567,29.136576
Kill_85,-22.346664,29.145688
Kill_86,-22.353627,29.123762
Kill_87,-22.348283,29.097588
Kill_88,-22.308527,29.076541
Kill_89,-22.329644,29.137544
Kill_90,-22.346767,29.189392
Kill_91,-22.327202,29.144064
Kill_92,-22.302496,29.108352
Kill_93,-22.289421,29.123085
Kill_94,-22.283187,29.096173
Kill_95,-22.278162,29.100965
Kill_96,-22.278074,29.101803
Kill_97,-22.282872,29.108687
Kill_98,-22.32865,29.135347
Kill_99,-22.328681,29.135426
Kill_100,-22.343268,29.087449
Kill_101,-22.289566,29.104915
Kill_102,-22.290494,29.12411
Kill_103,-22.296443,29.146125
Kill_104,-22.286941,29.109421
Kill_105,-22.309727,29.156618
Kill_106,-22.312182,29.13267
Kill_107,-22.305418,29.106504
Kill_108,-22.302764,29.163182
Kill_109,-22.302857,29.163155
Kill_110,-22.29924,29.152593
Kill_111,-22.290659,29.10772
Kill_112,-22.322782,29.133775
Kill_113,-22.29364,29.176755
Kill_114,-22.292934,29.17633
Kill_115,-22.294582,29.072648
Kill_116,-22.322478,29.1341
Kill_117,-22.291006,29.112633
Kill_118,-22.32258,29.074419
Kill_119,-22.323448,29.074085
Kill_120,-22.33323,29.095422
Kill_121,-22.288996,29.116155
Kill_122,-22.376566,29.148263
Kill_123,-22.376543,29.148269
Kill_124,-22.37654,29.148215
Kill_125,-22.376531,29.148271
Kill_126,-22.376551,29.14838
Kill_127,-22.376624,29.14836
Kill_128,-22.37654,29.148306
Kill_129,-22.376559,29.148333
Kill_130,-22.376536,29.148309
Kill_131,-22.376554,29.148322
Kill_132,-22.194682,29.439628
Kill_133,-22.192192,29.441337
Kill_134,-22.217773,29.454828
Kill_135,-22.19928,29.442373
Kill_136,-22.191754,29.439677
Kill_137,-22.196238,29.439945
Kill_138,-22.198541,29.443783
Kill_139,-22.198012,29.441384
Kill_140,-22.200234,29.40069
Kill_141,-22.206262,29.411747
Kill_142,-22.203111,29.411397
Kill_143,-22.19644,29.416351
Kill_144,-22.207479,29.416563
Kill_145,-22.20517,29.41519
Kill_146,-22.196265,29.444604
Kill_147,-22.228381,29.467395
Kill_148,-22.196617,29.445681
Kill_149,-22.219076,29.425602
Kill_150,-22.21014,29.450094
Kill_151,-22.213993,29.452232
Kill_152,-22.224858,29.436977
Kill_153,-22.224009,29.440356
Kill_154,-22.218429,29.388108
Kill_155,-22.180243,29.439707
Kill_156,-22.186764,29.450958
Kill_157,-22.229478,29.431244
Kill_158,-22.195711,29.443109
Kill_159,-22.204205,29.436432
Kill_160,-22.194057,29.439512
Kill_161,-22.198759,29.441528
Kill_162,-22.199996,29.443101
Kill_163,-22.198724,29.441504
Kill_164,-22.198859,29.441919
Kill_165,-22.19963,29.441075
Kill_166,-22.225262,29.452073
Kill_167,-22.232831,29.45989
Kill_168,-22.1988,29.441449
Kill_169,-22.198851,29.441892
Kill_170,-22.192879,29.449707
Kill_171,-22.210305,29.453322
Kill_172,-22.192019,29.440013
Kill_173,-22.191945,29.439821
Kill_174,-22.192297,29.439838
Kill_175,-22.19185,29.439693
Kill_176,-22.19176,29.439608
Kill_177,-22.19624,29.439073
Kill_178,-22.19633,29.439048
Kill_179,-22.19952,29.441779
Kill_180,-22.203298,29.442914
Kill_181,-22.196901,29.440521
Kill_182,-22.196297,29.4402
Kill_183,-22.196273,29.440202
Kill_184,-22.196313,29.440167
Kill_185,-22.197797,29.445146
Kill_186,-22.192149,29.443469
Kill_187,-22.192346,29.443559
Kill_188,-22.192216,29.443178
Kill_189,-22.196238,29.439945
Kill_190,-22.209501,29.441248
Kill_191,-22.203526,29.413873
Kill_192,-22.203446,29.414419
Kill_193,-22.206866,29.424192
Kill_194,-22.227307,29.442832
Kill_195,-22.201451,29.440729
Kill_196,-22.214748,29.450631
Kill_197,-22.214514,29.450574
Kill_198,-22.201727,29.440479
Kill_199,-22.199591,29.439447
Kill_200,-22.203725,29.442126
Kill_201,-22.202897,29.441787
Kill_202,-22.198696,29.441785
Kill_203,-22.204879,29.440074
Kill_204,-22.198726,29.441496
Kill_205,-22.199713,29.441964
Kill_206,-22.199683,29.44198
Kill_207,-22.199514,29.44173
Kill_208,-22.192735,29.443099
Kill_209,-22.19871,29.437547
Kill_210,-22.202244,29.415517
Kill_211,-22.203841,29.412408
Kill_212,-22.20545,29.414394
Kill_213,-22.200179,29.400793
Kill_214,-22.200293,29.400714
Kill_215,-22.200745,29.40025
Kill_216,-22.200183,29.400726
Kill_217,-22.203377,29.413059
Kill_218,-22.20354,29.412111
Kill_219,-22.197355,29.4125
Kill_220,-22.202454,29.416252
Kill_221,-22.202679,29.414996
Kill_222,-22.204185,29.411255
Kill_223,-22.206523,29.424131
Kill_224,-22.205884,29.422847
Kill_225,-22.196244,29.419735
Kill_226,-22.203575,29.411165
Kill_227,-22.203605,29.411159
Kill_228,-22.203428,29.411517
Kill_229,-22.19657,29.416227
Kill_230,-22.201463,29.411497
Kill_231,-22.196523,29.416423
Kill_232,-22.196743,29.416913
Kill_233,-22.202985,29.413861
Kill_234,-22.204297,29.408822
Kill_235,-22.204565,29.410439
Kill_236,-22.202348,29.411554
Kill_237,-22.20257,29.411493
Kill_238,-22.2041,29.423482
Kill_239,-22.184102,29.417314
Kill_240,-22.204812,29.413796
Kill_241,-22.204785,29.413751
Kill_242,-22.206946,29.416602
Kill_243,-22.207448,29.416687
Kill_244,-22.203566,29.423747
Kill_245,-22.20363,29.423812
Kill_246,-22.20367,29.423901
Kill_247,-22.203467,29.425199
Kill_248,-22.203463,29.42526
Kill_249,-22.204059,29.423014
Kill_250,-22.204081,29.423053
Kill_251,-22.205296,29.425303
Kill_252,-22.203628,29.44201
Kill_253,-22.203489,29.441854
Kill_254,-22.227669,29.442179
Kill_255,-22.201143,29.440456
Kill_256,-22.201827,29.440594
Kill_257,-22.218872,29.427012
Kill_258,-22.219922,29.425425
Kill_259,-22.210162,29.420052
Kill_260,-22.210109,29.419767
Kill_261,-22.203042,29.411766
Kill_262,-22.202889,29.411686
Kill_263,-22.203481,29.411969
Kill_264,-22.205579,29.411464
Kill_265,-22.202653,29.411637
Kill_266,-22.203231,29.411941
Kill_267,-22.196108,29.444824
Kill_268,-22.196208,29.444584
Kill_269,-22.198722,29.441484
Kill_270,-22.198838,29.44189
Kill_271,-22.203945,29.44388
Kill_272,-22.223789,29.439183
Kill_273,-22.230587,29.467778
Kill_274,-22.215916,29.460368
Kill_275,-22.217143,29.462632
Kill_276,-22.205754,29.456028
Kill_277,-22.207296,29.450903
Kill_278,-22.232629,29.463068
Kill_279,-22.209802,29.456405
Kill_280,-22.209735,29.456262
Kill_281,-22.210189,29.456335
Kill_282,-22.221051,29.461682
Kill_283,-22.224308,29.466357
Kill_284,-22.224666,29.466526
Kill_285,-22.219802,29.48468
Kill_286,-22.21983,29.484442
Kill_287,-22.217649,29.471427
Kill_288,-22.217686,29.472976
Kill_289,-22.217222,29.47349
Kill_290,-22.209798,29.455922
Kill_291,-22.202069,29.439716
Kill_292,-22.22326,29.437524
Kill_293,-22.219757,29.430558
Kill_294,-22.221114,29.446167
Kill_295,-22.223615,29.446145
Kill_296,-22.228737,29.467407
Kill_297,-22.225932,29.467765
Kill_298,-22.227161,29.467657
Kill_299,-22.204352,29.455721
Kill_300,-22.207524,29.455214
Kill_301,-22.204966,29.453817
Kill_302,-22.204997,29.453426
Kill_303,-22.204366,29.455577
Kill_304,-22.204274,29.455924
Kill_305,-22.205035,29.454905
Kill_306,-22.232324,29.456529
Kill_307,-22.204997,29.45328
Kill_308,-22.204388,29.455528
Kill_309,-22.204403,29.455524
Kill_310,-22.201493,29.440438
Kill_311,-22.201788,29.440908
Kill_312,-22.217975,29.457762
Kill_313,-22.217946,29.457778
Kill_314,-22.206462,29.426683
Kill_315,-22.196385,29.446098
Kill_316,-22.196403,29.44611
Kill_317,-22.196582,29.445699
Kill_318,-22.197917,29.444871
Kill_319,-22.198014,29.444906
Kill_320,-22.196434,29.446157
Kill_321,-22.196334,29.446295
Kill_322,-22.197841,29.445009
Kill_323,-22.200616,29.44573
Kill_324,-22.208372,29.438247
Kill_325,-22.206437,29.442358
Kill_326,-22.218241,29.424552
Kill_327,-22.198956,29.444958
Kill_328,-22.203709,29.454486
Kill_329,-22.224717,29.452212
Kill_330,-22.223991,29.466901
Kill_331,-22.205269,29.454458
Kill_332,-22.192859,29.438727
Kill_333,-22.202393,29.445636
Kill_334,-22.20177,29.440605
Kill_335,-22.198853,29.441913
Kill_336,-22.198602,29.422986
Kill_337,-22.198578,29.422994
Kill_338,-22.198871,29.441903
Kill_339,-22.200075,29.442853
Kill_340,-22.185496,29.451756
Kill_341,-22.222959,29.424856
Kill_342,-22.218671,29.424949
Kill_343,-22.215906,29.458754
Kill_344,-22.215892,29.458757
Kill_345,-22.217759,29.473415
Kill_346,-22.204492,29.460097
Kill_347,-22.211194,29.457123
Kill_348,-22.224618,29.472725
Kill_349,-22.210374,29.457711
Kill_350,-22.209987,29.457338
Kill_351,-22.209989,29.457326
Kill_352,-22.211082,29.457943
Kill_353,-22.2137,29.462382
Kill_354,-22.215989,29.460687
Kill_355,-22.216003,29.460681
Kill_356,-22.225818,29.458293
Kill_357,-22.22168,29.465328
Kill_358,-22.222982,29.473576
Kill_359,-22.222925,29.449082
Kill_360,-22.222799,29.449939
Kill_361,-22.231012,29.445237
Kill_362,-22.210824,29.455945
Kill_363,-22.204435,29.455949
Kill_364,-22.215735,29.462691
Kill_365,-22.220113,29.460866
Kill_366,-22.220072,29.460541
Kill_367,-22.223024,29.467106
Kill_368,-22.209556,29.452075
Kill_369,-22.20991,29.450092
Kill_370,-22.21014,29.450094
Kill_371,-22.195386,29.448151
Kill_372,-22.210081,29.450114
Kill_373,-22.210079,29.45011
Kill_374,-22.210008,29.450051
Kill_375,-22.210018,29.450177
Kill_376,-22.210799,29.44777
Kill_377,-22.219993,29.445622
Kill_378,-22.220034,29.445679
Kill_379,-22.219324,29.443347
Kill_380,-22.221393,29.441168
Kill_381,-22.224365,29.479657
Kill_382,-22.224483,29.479635
Kill_383,-22.22264,29.47466
Kill_384,-22.21721,29.469918
Kill_385,-22.22537,29.472984
Kill_386,-22.222689,29.449658
Kill_387,-22.223922,29.437848
Kill_388,-22.224762,29.436884
Kill_389,-22.223971,29.438277
Kill_390,-22.222089,29.441758
Kill_391,-22.218569,29.443778
Kill_392,-22.22758,29.440358
Kill_393,-22.224766,29.437002
Kill_394,-22.220335,29.445551
Kill_395,-22.219816,29.430066
Kill_396,-22.219741,29.430088
Kill_397,-22.221999,29.440346
Kill_398,-22.215737,29.46274
Kill_399,-22.230664,29.46334
Kill_400,-22.21071,29.455473
Kill_401,-22.20269,29.442326
Kill_402,-22.202692,29.442326
Kill_403,-22.223663,29.438462
Kill_404,-22.216575,29.422581
Kill_405,-22.218699,29.424408
Kill_406,-22.224677,29.454024
Kill_407,-22.194688,29.439394
Kill_408,-22.19927,29.442397
Kill_409,-22.192116,29.440316
Kill_410,-22.200791,29.40084
Kill_411,-22.205113,29.411741
Kill_412,-22.196714,29.416923
Kill_413,-22.193882,29.44125
Kill_414,-22.194069,29.441123
Kill_415,-22.196716,29.438877
Kill_416,-22.198846,29.441565
Kill_417,-22.204643,29.425458
Kill_418,-22.204624,29.425452
Kill_419,-22.207157,29.421114
Kill_420,-22.19927,29.444985
Kill_421,-22.200531,29.445809
Kill_422,-22.196822,29.440511
Kill_423,-22.198802,29.441392
Kill_424,-22.195913,29.442568
Kill_425,-22.192039,29.440936
Kill_426,-22.198765,29.441378
Kill_427,-22.198798,29.441382
Kill_428,-22.200128,29.442478
Kill_429,-22.232117,29.44669
Kill_430,-22.201536,29.456482
Kill_431,-22.199758,29.442631
Kill_432,-22.21224,29.448647
Kill_433,-22.224485,29.448362
Kill_434,-22.217318,29.455178
Kill_435,-22.198751,29.439941
Kill_436,-22.199306,29.44245
Kill_437,-22.197784,29.444731
Kill_438,-22.203292,29.442739
Kill_439,-22.203438,29.442985
Kill_440,-22.194692,29.442041
Kill_441,-22.198543,29.443585
Kill_442,-22.192086,29.440208
Kill_443,-22.191988,29.440212
Kill_444,-22.191933,29.440682
Kill_445,-22.199109,29.441854
Kill_446,-22.204838,29.443738
Kill_447,-22.194342,29.442224
Kill_448,-22.192365,29.44361
Kill_449,-22.20946,29.44113
Kill_450,-22.209475,29.441103
Kill_451,-22.205369,29.411888
Kill_452,-22.220852,29.434043
Kill_453,-22.223277,29.46012
Kill_454,-22.202716,29.442297
Kill_455,-22.214679,29.450777
Kill_456,-22.201658,29.440554
Kill_457,-22.202063,29.441762
Kill_458,-22.199662,29.438214
Kill_459,-22.198885,29.442615
Kill_460,-22.199394,29.440556
Kill_461,-22.20521,29.439834
Kill_462,-22.199538,29.441738
Kill_463,-22.201756,29.44091
Kill_464,-22.20021,29.442283
Kill_465,-22.192934,29.44292
Kill_466,-22.208,29.410569
Kill_467,-22.200795,29.400765
Kill_468,-22.204045,29.411361
Kill_469,-22.203888,29.411446
Kill_470,-22.193091,29.407926
Kill_471,-22.203377,29.411212
Kill_472,-22.199902,29.41758
Kill_473,-22.045094,29.083358
Kill_474,-22.245017,28.892229
Kill_475,-22.204842,28.923284
Kill_476,-22.24846,28.925229
Kill_477,-22.208577,28.940429
Kill_478,-22.242615,28.948808
Kill_479,-22.227029,28.898664
Kill_480,-22.205196,28.956314
Kill_481,-22.159345,29.181763
Kill_482,-22.175833,29.223033
Kill_483,-22.24995,29.226567
Kill_484,-22.156667,29.281117
Kill_485,-22.106367,29.172667
Kill_486,-22.16675,29.3276
Kill_487,-22.044133,29.17075
Kill_488,-22.145967,29.20125
Kill_489,-22.0846,29.16295
Kill_490,-22.1566,29.182367
Kill_491,-22.087467,29.1873
Kill_492,-22.091283,29.2028
Kill_493,-22.0902,29.206317
Kill_494,-22.156717,29.184433
Kill_495,-22.17595,29.223133
Kill_496,-22.1119,29.242033
Kill_497,-22.248733,29.251683
Kill_498,-22.249667,29.227233
Kill_499,-22.262717,29.198383
Kill_500,-22.173967,29.213883
Kill_501,-22.17515,29.214833
Kill_502,-22.202367,29.050317
Kill_503,-22.16835,29.04385
Kill_504,-22.096867,29.170467
Kill_505,-22.0892,29.205717
Kill_506,-22.219083,29.306533
Kill_507,-22.140817,29.174433
Kill_508,-22.139067,29.11415
Kill_509,-22.108933,29.060567
Kill_510,-22.1548,29.281317
Kill_511,-22.10035,29.179233
Kill_512,-22.072717,29.173117
Kill_513,-22.106383,29.1727
Kill_514,-22.171317,29.245833
Kill_515,-22.212367,29.281567
Kill_516,-22.13065,29.143917
Kill_517,-22.109183,29.120183
Kill_518,-22.14155,29.127917
Kill_519,-22.144883,29.125917
Kill_520,-22.185033,29.24505
Kill_521,-22.178083,29.229317
Kill_522,-22.1235,29.172767
Kill_523,-22.1231,29.188267
Kill_524,-22.124183,29.188767
Kill_525,-22.113833,29.174017
Kill_526,-22.086783,29.171667
Kill_527,-22.102767,29.171533
Kill_528,-22.1615,29.205017
Kill_529,-22.113167,29.173617
Kill_530,-22.112667,29.2482
Kill_531,-22.200083,29.221233
Kill_532,-22.204817,29.218217
Kill_533,-22.094367,29.200267
Kill_534,-22.088883,29.193
Kill_535,-22.156417,29.180783
Kill_536,-22.167917,29.32735
Kill_537,-22.16035,29.304783
Kill_538,-22.201167,29.2176
Kill_539,-22.2149,29.2029
Kill_540,-22.1989,29.218767
Kill_541,-22.202267,29.433817
Kill_542,-22.1926,29.439967
Kill_543,-22.2266,29.478667
Kill_544,-22.200017,29.446333
Kill_545,-22.228483,29.3491
Kill_546,-22.179733,29.42625
Kill_547,-21.989656,29.016371
Kill_548,-22.099061,28.9783
Kill_549,-22.094238,29.023933
Kill_550,-22.095714,29.054459
Kill_551,-21.93399,29.074812
Kill_552,-22.092106,28.974017
Kill_553,-22.14019,29.007403
Kill_554,-22.0841,29.002175
Kill_555,-22.04954,29.035653
Kill_556,-22.044925,29.084007
Kill_557,-22.147309,28.957859
Kill_558,-22.1531,28.954558
Kill_559,-22.154674,28.953493
Kill_560,-22.210238,28.964201
Kill_561,-22.19772,28.986215
Kill_562,-22.219421,28.937345
Kill_563,-22.239932,28.950419
Kill_564,-22.228546,28.983927
Kill_565,-22.209903,28.926565
Kill_566,-22.226971,28.917594
Kill_567,-22.222522,28.929352
Kill_568,-22.199588,28.967784
Kill_569,-22.239953,28.951896
Kill_570,-22.214649,28.95371
Kill_571,-22.201511,28.975946
Kill_572,-22.135626,28.944434
Kill_573,-22.23597,28.946459
Kill_574,-22.196132,28.96557
Kill_575,-22.237065,28.929969
Kill_576,-22.120903,28.983087
Kill_577,-22.20819,28.939643
Kill_578,-22.206049,28.933636
Kill_579,-22.195318,28.905166
Kill_580,-22.207648,28.935893
Kill_581,-22.179504,28.959453
Kill_582,-22.211469,28.947271
Kill_583,-22.226848,28.936166
Kill_584,-22.2177,28.940195
Kill_585,-22.221623,28.943558
Kill_586,-22.20878,28.93835
Kill_587,-22.232682,28.945272
Kill_588,-22.115473,28.969093
Kill_589,-22.228296,28.898092
Kill_590,-22.22791,28.898684
Kill_591,-22.20874,28.938953
Kill_592,-22.164139,28.964181
Kill_593,-22.232021,28.954199
Kill_594,-22.18331,29.002502
Kill_595,-22.20878,28.947117
Kill_596,-22.156846,29.043852
Kill_597,-22.143159,29.009205
Kill_598,-22.174135,29.202315
Kill_599,-22.155064,29.178156
Kill_600,-22.156766,29.186275
Kill_601,-22.154924,29.178272
Kill_602,-22.138863,29.170434
Kill_603,-22.125292,29.274202
Kill_604,-22.202303,28.963811
Kill_605,-22.148992,29.205574
Kill_606,-22.209469,28.96687
Kill_607,-22.215293,28.930613
Kill_608,-22.205701,28.989595
Kill_609,-22.192425,28.950646
Kill_610,-22.166638,29.054967
Kill_611,-22.161326,29.064249
Kill_612,-22.142571,29.145877
Kill_613,-22.207866,28.977833
Kill_614,-22.186172,28.927361
Kill_615,-22.239443,28.952203
Kill_616,-22.117364,29.17501
Kill_617,-22.244795,29.103858
Kill_618,-22.089421,29.230599
Kill_619,-22.097932,29.225574
Kill_620,-22.15945,29.183039
Kill_621,-22.114868,29.210596
Kill_622,-22.173036,29.220713
Kill_623,-22.141342,29.199091
Kill_624,-22.090862,29.170103
Kill_625,-22.091315,29.228639
Kill_626,-22.127481,29.219988
Kill_627,-22.140224,29.144988
Kill_628,-22.268682,29.254706
Kill_629,-22.264627,29.274574
Kill_630,-22.23071,29.217087
Kill_631,-22.15915,29.183264
Kill_632,-22.159445,29.059021
Kill_633,-22.287253,29.019647
Kill_634,-22.218039,29.227598
Kill_635,-22.292586,29.294093
Kill_636,-22.152918,29.228987
Kill_637,-22.102715,29.179525
Kill_638,-22.081801,29.166854
Kill_639,-22.098403,29.127181
Kill_640,-22.151196,29.107284
Kill_641,-22.175013,29.186384
Kill_642,-22.137936,29.153346
Kill_643,-22.158609,29.183338
Kill_644,-22.186523,29.29353
Kill_645,-22.151989,29.156803
Kill_646,-22.135577,29.201361
Kill_647,-22.162437,29.181856
Kill_648,-22.145249,29.129877
Kill_649,-22.153257,29.169389
Kill_650,-22.149937,29.1593
Kill_651,-22.138849,29.151249
Kill_652,-22.216803,29.192668
Kill_653,-22.137223,29.178092
Kill_654,-22.124972,29.157296
Kill_655,-22.126255,29.222292
Kill_656,-22.122876,29.149546
Kill_657,-22.099219,29.195481
Kill_658,-22.164307,29.297182
Kill_659,-22.174198,29.241512
